Posted Date,Letter Issue Date,Company Name,Warning Letter URL,Issuing Office,Subject
"<time datetime=""2025-12-09T05:00:00Z"">12/09/2025</time>
","<time datetime=""2025-10-31T04:00:00Z"">10/31/2025</time>
",onlinevapeshop.us,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/onlinevapeshopus-719025-10312025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-12-09T05:00:00Z"">12/09/2025</time>
","<time datetime=""2025-11-26T05:00:00Z"">11/26/2025</time>
",elfbarvapesusa.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/elfbarvapesusacom-720115-11262025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-12-09T05:00:00Z"">12/09/2025</time>
","<time datetime=""2025-12-04T05:00:00Z"">12/04/2025</time>
",KMT Distribution LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/kmt-distribution-llc-719954-12042025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-12-09T05:00:00Z"">12/09/2025</time>
","<time datetime=""2025-12-01T05:00:00Z"">12/01/2025</time>
",Seaway Pharma Inc.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/seaway-pharma-inc-717355-12012025,Office of Manufacturing Quality,CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2025-12-09T05:00:00Z"">12/09/2025</time>
","<time datetime=""2025-12-01T05:00:00Z"">12/01/2025</time>
","Celularity, Inc",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/celularity-inc-681480-12012025,Office of Compliance and Biologics Quality,"Unapproved New Drug/Unlicensed Biological Product/Biologics License Application (BLA)<br />
"
"<time datetime=""2025-12-09T05:00:00Z"">12/09/2025</time>
","<time datetime=""2025-11-25T05:00:00Z"">11/25/2025</time>
",Lux Therapeutics LLC dba Ponya Therapeutics LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/lux-therapeutics-llc-dba-ponya-therapeutics-llc-720001-11252025,Office of Compliance and Biologics Quality,Unapproved New Drug/Unlicensed Biological Product/Biologics License Application (BLA)
"<time datetime=""2025-12-09T05:00:00Z"">12/09/2025</time>
","<time datetime=""2025-12-01T05:00:00Z"">12/01/2025</time>
",BioXtek LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bioxtek-llc-715478-12012025,Office of Compliance and Biologics Quality,Unapproved New Drug/Unlicensed Biological Product/Biologics License Application (BLA)
"<time datetime=""2025-12-04T05:00:00Z"">12/04/2025</time>
","<time datetime=""2025-12-04T05:00:00Z"">12/04/2025</time>
",The Vape Shop,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vape-shop-719435-12042025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-12-03T05:00:00Z"">12/03/2025</time>
","<time datetime=""2025-10-09T04:00:00Z"">10/09/2025</time>
",Vape4usa.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vape4usacom-718084-10092025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-12-03T05:00:00Z"">12/03/2025</time>
","<time datetime=""2025-10-09T04:00:00Z"">10/09/2025</time>
",dubcharge.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dubchargecom-718079-10092025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-12-03T05:00:00Z"">12/03/2025</time>
","<time datetime=""2025-10-09T04:00:00Z"">10/09/2025</time>
",magicsmog.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/magicsmogcom-718072-10092025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-12-03T05:00:00Z"">12/03/2025</time>
","<time datetime=""2025-10-09T04:00:00Z"">10/09/2025</time>
",evapekings.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/evapekingscom-718071-10092025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-12-03T05:00:00Z"">12/03/2025</time>
","<time datetime=""2025-10-09T04:00:00Z"">10/09/2025</time>
",fogxvapor.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/fogxvaporcom-718063-10092025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-12-03T05:00:00Z"">12/03/2025</time>
","<time datetime=""2025-10-09T04:00:00Z"">10/09/2025</time>
",naturevapeshop.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/naturevapeshopcom-718092-10092025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-12-03T05:00:00Z"">12/03/2025</time>
","<time datetime=""2025-10-09T04:00:00Z"">10/09/2025</time>
",humocase.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/humocasecom-718070-10092025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-12-03T05:00:00Z"">12/03/2025</time>
","<time datetime=""2025-10-09T04:00:00Z"">10/09/2025</time>
",Hellosynixvape.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hellosynixvapecom-718074-10092025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-12-03T05:00:00Z"">12/03/2025</time>
","<time datetime=""2025-10-09T04:00:00Z"">10/09/2025</time>
",vapecityusa.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapecityusacom-718073-10092025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-12-02T05:00:00Z"">12/02/2025</time>
","<time datetime=""2025-11-12T05:00:00Z"">11/12/2025</time>
",Rhyz Analytical Labs,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/rhyz-analytical-labs-715298-11122025,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2025-12-02T05:00:00Z"">12/02/2025</time>
","<time datetime=""2025-10-10T04:00:00Z"">10/10/2025</time>
","PQ Pharmacy, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pq-pharmacy-llc-715795-10102025,Center for Drug Evaluation and Research (CDER),Compounding Pharmacy/Adulterated Drug Products
"<time datetime=""2025-12-02T05:00:00Z"">12/02/2025</time>
","<time datetime=""2025-09-16T04:00:00Z"">09/16/2025</time>
",Turbare Manufacturing,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/turbare-manufacturing-713516-09162025,Center for Drug Evaluation and Research (CDER),Compounding Pharmacy/Adulterated Drug Products
"<time datetime=""2025-11-25T05:00:00Z"">11/25/2025</time>
","<time datetime=""2025-11-07T05:00:00Z"">11/07/2025</time>
","Wells Pharma of Houston, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/wells-pharma-houston-llc-713015-11072025,Center for Drug Evaluation and Research (CDER),Compounding Pharmacy/Adulterated Drug Products 
"<time datetime=""2025-11-25T05:00:00Z"">11/25/2025</time>
","<time datetime=""2025-11-17T05:00:00Z"">11/17/2025</time>
",Mahita LLC dba PushMyCart,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mahita-llc-dba-pushmycart-716286-11172025,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs
"<time datetime=""2025-11-25T05:00:00Z"">11/25/2025</time>
","<time datetime=""2025-11-17T05:00:00Z"">11/17/2025</time>
","Handelnine Global, LLC dba Navafresh",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/handelnine-global-llc-dba-navafresh-716013-11172025,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs/Adulterated/Misbranded
"<time datetime=""2025-11-25T05:00:00Z"">11/25/2025</time>
","<time datetime=""2025-11-13T05:00:00Z"">11/13/2025</time>
","Connor Provisions, Inc., d/b/a Basic Liquid",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/connor-provisions-inc-dba-basic-liquid-719562-11132025,Center for Tobacco Products,"Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded<br />
"
"<time datetime=""2025-11-25T05:00:00Z"">11/25/2025</time>
","<time datetime=""2025-11-24T05:00:00Z"">11/24/2025</time>
",Texas Central Distribution LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/texas-central-distribution-llc-719734-11242025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-11-25T05:00:00Z"">11/25/2025</time>
","<time datetime=""2025-11-17T05:00:00Z"">11/17/2025</time>
",VarunKart Group LLC dba Organic Wellnesses,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/varunkart-group-llc-dba-organic-wellnesses-716154-11172025,Center for Drug Evaluation and Research (CDER),"Unapproved New Drugs<br />
"
"<time datetime=""2025-11-25T05:00:00Z"">11/25/2025</time>
","<time datetime=""2025-10-21T04:00:00Z"">10/21/2025</time>
",Robert G. Miller dba Granja Asomante,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/robert-g-miller-dba-granja-asomante-711894-10212025,Human Foods Program,"PHS Act/Shell Egg Regulation/Adulterated <br />
"
"<time datetime=""2025-11-25T05:00:00Z"">11/25/2025</time>
","<time datetime=""2025-11-17T05:00:00Z"">11/17/2025</time>
",Distacart Inc.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/distacart-inc-716212-11172025,Center for Drug Evaluation and Research (CDER),"Unapproved New Drugs<br />
"
"<time datetime=""2025-11-25T05:00:00Z"">11/25/2025</time>
","<time datetime=""2025-11-14T05:00:00Z"">11/14/2025</time>
",earthsbountyjuice.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/earthsbountyjuicecom-719635-11142025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-11-25T05:00:00Z"">11/25/2025</time>
","<time datetime=""2025-11-20T05:00:00Z"">11/20/2025</time>
","Wisemen Wholesale, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/wisemen-wholesale-inc-719714-11202025,Center for Tobacco Products,"Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded<br />
"
"<time datetime=""2025-11-25T05:00:00Z"">11/25/2025</time>
","<time datetime=""2025-11-07T05:00:00Z"">11/07/2025</time>
","Wells Pharma of Houston, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/wells-pharma-houston-llc-713015-11072025,Center for Drug Evaluation and Research (CDER),Compounding Pharmacy/Adulterated Drug Products 
"<time datetime=""2025-11-25T05:00:00Z"">11/25/2025</time>
","<time datetime=""2025-10-28T04:00:00Z"">10/28/2025</time>
",Hong Qiangxing Shenzhen Electronics Limited,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hong-qiangxing-shenzhen-electronics-limited-718112-10282025,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated
"<time datetime=""2025-11-25T05:00:00Z"">11/25/2025</time>
","<time datetime=""2025-10-30T04:00:00Z"">10/30/2025</time>
","Owen Biosciences, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/owen-biosciences-inc-710275-10302025,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2025-11-18T05:00:00Z"">11/18/2025</time>
","<time datetime=""2025-10-27T04:00:00Z"">10/27/2025</time>
","DermaRite Industries, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dermarite-industries-llc-710997-10272025,Center for Drug Evaluation and Research (CDER),Nonprescription/OTC
"<time datetime=""2025-11-18T05:00:00Z"">11/18/2025</time>
","<time datetime=""2025-11-07T05:00:00Z"">11/07/2025</time>
",nastyworldwide.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nastyworldwidecom-719399-11072025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-11-18T05:00:00Z"">11/18/2025</time>
","<time datetime=""2025-10-24T04:00:00Z"">10/24/2025</time>
",Ocho Rios Atlanta Inc.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ocho-rios-atlanta-inc-718580-10242025,Division of Southeast Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2025-11-18T05:00:00Z"">11/18/2025</time>
","<time datetime=""2025-11-07T05:00:00Z"">11/07/2025</time>
",ecmvape.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ecmvapecom-701729-11072025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-11-18T05:00:00Z"">11/18/2025</time>
","<time datetime=""2025-10-21T04:00:00Z"">10/21/2025</time>
","Uriel Pharmacy, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/uriel-pharmacy-inc-709977-10212025,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2025-11-18T05:00:00Z"">11/18/2025</time>
","<time datetime=""2025-10-29T04:00:00Z"">10/29/2025</time>
",World Perfumes Inc.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/world-perfumes-inc-713958-10292025,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2025-11-18T05:00:00Z"">11/18/2025</time>
","<time datetime=""2025-10-10T04:00:00Z"">10/10/2025</time>
","RNA Bio/Pharma, Incorporated",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/rna-biopharma-incorporated-713201-10102025,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2025-11-18T05:00:00Z"">11/18/2025</time>
","<time datetime=""2025-11-12T05:00:00Z"">11/12/2025</time>
","Sinsin Pharmaceutical Co., Ltd.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sinsin-pharmaceutical-co-ltd-718720-11122025,Center for Drug Evaluation and Research (CDER),Nonprescription/OTC
"<time datetime=""2025-11-18T05:00:00Z"">11/18/2025</time>
","<time datetime=""2025-11-04T05:00:00Z"">11/04/2025</time>
","Siddha Flower Essences, LLC., dba Siddha Remedies",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/siddha-flower-essences-llc-dba-siddha-remedies-713217-11042025,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2025-11-18T05:00:00Z"">11/18/2025</time>
","<time datetime=""2025-11-13T05:00:00Z"">11/13/2025</time>
",123Herbals,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/123herbals-719198-11132025,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs/Misbranded
